feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,labels
-0.464862550549298,-0.4063648275893041,1.5853126976990388,-0.7811401136166743,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,3,1,0,0,1,0,0,5,3,0
-0.8415584612703921,-0.20306287252179234,-0.21705544559649367,0.962380175468678,-0.2465603476137659,3.1140469932994392,0.182197529943736,8,1,2,0,1,0,0,8,1,0
-0.7473844835901186,0.40093114261415935,1.1046811928202305,-0.06664627577323376,-0.5693506376457914,0.6771574059074652,0.182197529943736,9,2,1,0,0,0,0,8,0,0
-0.7473844835901186,-0.2950249846686474,-1.4186342077935157,-0.198672311026913,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,9,0,1,0,0,0,0,3,3,0
-0.08816663982820393,-0.21948467826230214,1.8256284501384432,-0.7112439773059029,3.626923132770541,-0.4114531064930479,-0.25194037067217256,7,0,1,0,1,0,0,5,3,0
-1.5007763050323066,-0.2864856456835823,-1.0581605791344089,0.5274708828683228,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,4,2,2,0,0,0,0,11,3,0
1.0419210923350783,-0.0979633157825294,-0.21705544559649367,-0.5908672981040191,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,9,1,1,0,0,0,0,1,3,0
-0.2765145951887509,0.5346046413419094,-1.6589499602329196,1.3739907559654423,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,9,2,1,0,1,0,2,6,3,0
-0.8415584612703921,0.2810519607084376,-1.1783184553541108,-0.8588024872953092,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,4,1,2,0,1,0,0,8,3,0
0.28852927089289016,0.3812249757255475,1.5853126976990388,3.797056814738849,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,0,2,8,3,0
-0.9357324389506656,-0.5962009019495977,0.14341818306261284,-0.3928282452235001,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,4,1,1,0,1,1,0,5,3,0
1.7953129137772663,-0.4241003777890547,-0.6976869504753024,-0.5326205178450428,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,5,1,0,0,0,0,0,5,3,0
0.006007337852069585,-0.25955388426914616,-1.5387920840132177,0.6245488499666163,-0.2465603476137659,2.3050795483045627,0.6163354305596446,4,2,2,0,1,0,0,3,0,0
1.5127909807364461,-0.4053795192448735,1.5853126976990388,-0.4471919067985445,1.6901813925783875,-0.4114531064930479,-0.25194037067217256,0,1,1,0,0,0,1,5,3,0
-0.5590365282295715,-0.3672809299268907,0.6240496879414215,-0.7927894696684695,2.3357619726424383,-0.4114531064930479,-0.25194037067217256,9,0,3,0,0,0,0,5,3,0
-0.7473844835901186,0.2271884378795653,1.1046811928202305,0.8303541402149986,1.0446008125143362,-0.4114531064930479,-0.25194037067217256,3,1,0,0,0,0,0,1,3,1
-0.5590365282295715,-0.3314813934125793,-0.4573711980358981,1.2574971954474905,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,6,2,2,0,0,0,0,1,3,1
-0.08816663982820393,-0.3318098295273895,-0.6976869504753024,-0.0006332581463941428,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,7,1,0,0,1,0,0,5,3,0
0.28852927089289016,-0.2871425179132027,1.5853126976990388,-0.4666075002182032,-0.2465603476137659,1.4262013364582768,4.523576536102823,4,1,1,0,0,1,0,4,0,0
-0.5590365282295715,1.4470001682846356,-0.8178448266950046,-0.439425669430681,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,1,1,0,1,1,2,6,3,0
-0.8415584612703921,-0.20470505309584333,0.5038918117217194,-0.6491140783629951,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,0,2,1,0,1,0,0,9,3,0
3.396270534341916,0.43705911524328095,1.1046811928202305,-0.6801790278344491,-0.2465603476137659,0.5373358722046471,4.957714436718731,5,0,0,0,0,0,0,10,1,0
0.7593991592942577,-0.5022681731138815,-1.0581605791344089,-0.8044388257202648,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,5,3,0
-1.1240803943112123,-0.4595714781885559,-0.9380027029147068,-0.920932386238217,10.405519223443077,-0.4114531064930479,-0.25194037067217256,0,2,1,0,1,0,0,5,3,0
-0.9357324389506656,-0.1577386886779852,-1.5387920840132177,0.5934839004951624,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,9,2,2,0,0,0,0,6,3,1
0.3827032485731636,-0.5048956620323631,1.4651548214793366,-0.16760736155545905,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,0,0,1,1,2,8,3,0
-0.18234061750847744,0.0015528270049601815,-0.8178448266950046,-0.7966725883524013,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,7,1,1,0,1,0,2,6,3,0
-0.3706885728690245,1.7764215914392631,-1.2984763315738133,0.2362369815734421,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,4,1,2,0,0,0,0,7,3,1
1.1360950700153518,1.1842512764364783,-0.9380027029147068,-0.6374647223111999,-0.5693506376457914,2.9242891975599004,0.182197529943736,5,1,1,0,0,0,0,3,1,0
0.006007337852069585,-0.3873155329303127,1.5853126976990388,0.049847284744718515,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,10,1,0,0,1,0,0,5,3,0
-0.653210505909845,-0.3495453797271401,1.4651548214793366,-0.8393868938756505,2.3357619726424383,-0.4114531064930479,-0.25194037067217256,9,1,1,0,0,0,0,1,3,0
-0.653210505909845,-0.4474193419405787,-0.4573711980358981,-0.5481529925807698,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,6,1,2,0,0,0,0,1,3,0
-0.464862550549298,-0.34002073239764435,-0.21705544559649367,-0.7151270959898347,1.0446008125143362,-0.4114531064930479,-0.25194037067217256,4,1,2,0,1,0,0,5,3,0
-0.3706885728690245,1.3366456337084096,0.5038918117217194,2.0030559827623846,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,4,1,2,0,1,1,2,8,3,0
-0.7473844835901186,0.2682429522308399,-1.0581605791344089,-0.15984112418759558,-0.5693506376457914,1.2664052979407705,0.6163354305596446,2,1,2,0,1,1,0,8,1,0
-0.8415584612703921,0.3060131054340125,-1.2984763315738133,0.3255487113038722,-0.2465603476137659,2.1952197718237767,0.6163354305596446,0,0,1,0,1,0,0,3,0,0
-0.9357324389506656,-0.5656563432722495,1.3449969452596344,-0.6413478409951316,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,9,1,1,0,1,0,2,8,3,0
-1.2182543719914858,-0.2257249644436959,0.14341818306261284,0.9351983446811556,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,9,1,1,0,1,0,0,0,3,0
0.1001813155323431,-0.8182237155612907,-1.6589499602329196,1.1526529909813332,0.7218105224823107,-0.4114531064930479,-0.25194037067217256,9,2,1,1,1,0,2,6,3,1
-0.8415584612703921,-0.4017667219819613,1.8256284501384432,-0.7306595707255616,0.7218105224823107,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,1,0,5,3,0
-0.3706885728690245,-0.5058809703767937,-1.1783184553541108,-0.5287373991611111,0.7218105224823107,-0.4114531064930479,-0.25194037067217256,3,2,1,0,1,0,2,6,3,0
0.8535731369745312,-0.5081800231804651,-1.6589499602329196,-0.6258153662594046,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,0,1,1,0,0,0,0,3,3,0
-0.653210505909845,1.5583400112052923,0.6240496879414215,-0.5598023486325651,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,9,1,1,0,0,0,0,9,3,0
0.1943552932126166,-0.4474193419405787,1.5853126976990388,-0.06276315708930202,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,1,2,8,3,0
0.28852927089289016,-0.3649818771232193,1.4651548214793366,-0.5287373991611111,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,0,1,1,0,0,1,1,5,3,0
0.9477471146548048,-0.3390354240532138,0.6240496879414215,-0.15595800550366382,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,3,0,1,0,0,0,1,9,3,0
-0.7473844835901186,2.1876236071816293,1.1046811928202305,-0.24138661655016214,-0.5693506376457914,0.4674251053532379,1.4846112317914617,9,1,2,0,0,0,0,3,0,0
2.360356779858908,-0.12062540770443295,1.3449969452596344,-0.4937893310057254,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,5,1,1,0,0,0,0,3,3,1
1.7011389360969928,-0.4004529775227205,0.3837339355020172,-0.9597635730775343,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,5,1,0,0,1,0,2,6,3,0
-0.653210505909845,0.4173529483546692,0.6240496879414215,1.7351207935710946,1.0446008125143362,-0.4114531064930479,-0.25194037067217256,4,2,2,0,1,0,0,9,3,1
-0.08816663982820393,-0.2641519898764889,1.4651548214793366,-0.8083219444041965,0.7218105224823107,-0.4114531064930479,-0.25194037067217256,4,1,2,0,0,0,0,1,3,0
-1.1240803943112123,-0.2263818366733163,-0.8178448266950046,2.2399262224822207,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,9,2,2,0,1,0,0,3,3,1
-0.18234061750847744,0.0035234436938213617,0.3837339355020172,0.4964059333968688,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,4,1,2,0,0,0,0,1,3,0
0.1001813155323431,-0.5860193823904817,-0.8178448266950046,-0.8821011993988996,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,1,1,1,0,0,0,0,5,3,0
0.5710512039337107,-0.17350362218887466,0.6240496879414215,2.500095174305648,-0.5693506376457914,0.9268387160910692,0.6163354305596446,9,1,1,0,0,1,0,9,1,1
-0.3706885728690245,-0.3104614820647267,1.8256284501384432,3.7038619663244887,0.7218105224823107,-0.4114531064930479,-0.25194037067217256,1,1,1,0,0,0,0,5,3,0
1.1360950700153518,-0.3695799827305621,0.6240496879414215,-0.9325817422900122,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,9,1,1,0,1,0,1,5,3,0
1.4186170030561722,2.096975239494015,-1.2984763315738133,-0.6025166541558141,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,4,1,0,0,0,0,2,6,3,0
0.9477471146548048,-0.2795884872725682,1.4651548214793366,-0.7423089267773569,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,9,2,1,0,1,1,2,8,3,0
-1.4066023273520332,0.22488938507589395,-0.09689756937679153,0.7721073599560225,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,7,2,1,0,1,0,0,8,3,0
-0.9357324389506656,0.7681227189719593,0.263576059282315,1.7506532683068217,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,9,2,1,0,0,0,0,1,3,0
0.8535731369745312,0.8702663506779303,0.3837339355020172,1.6768740133121185,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,6,1,2,0,0,0,0,9,3,0
-0.3706885728690245,0.0031950075790111647,-1.1783184553541108,-0.5015555683735888,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,7,1,1,0,1,0,2,6,3,0
0.3827032485731636,-0.3242557988867549,0.7442075641611237,-0.9636466917614662,-0.5693506376457914,5.530962075876725,2.3528870330232787,0,2,1,0,0,1,2,11,0,0
-0.8415584612703921,-0.41621791103360994,0.263576059282315,0.19352267605019294,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,9,1,1,0,0,1,0,5,3,0
1.7953129137772663,0.6896264875323223,-1.0581605791344089,-0.5170880431093159,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,1,3,0
-1.2182543719914858,-0.3860017884710719,0.7442075641611237,0.018782335273264568,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,4,2,2,0,1,0,0,5,3,0
0.28852927089289016,0.0028665714642009685,-1.0581605791344089,-0.3850620078556366,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,9,1,1,0,0,0,0,1,3,0
2.077834846818087,-0.2648088621061093,-0.8178448266950046,-0.5287373991611111,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,11,1,1,0,0,0,0,5,3,0
-0.18234061750847744,-0.4303406639704485,-1.6589499602329196,4.51155065258229,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,7,1,1,0,0,0,1,3,3,1
-0.8415584612703921,-0.2270387089029367,0.14341818306261284,-0.08217875050896073,-0.2465603476137659,3.04413622644803,1.050473331175553,7,2,1,0,1,0,0,0,0,0
3.4904445120221896,-0.24017615349534455,-0.5775290742556002,-0.6335816036272681,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,5,0,1,0,0,0,1,1,3,0
-1.1240803943112123,-0.4375662584962728,0.8643654403808259,-0.7151270959898347,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,7,1,1,0,1,0,0,5,3,0
0.5710512039337107,0.14475097306220594,1.705470573918741,-0.2724515660216161,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,6,1,1,0,0,0,0,4,3,0
-0.9357324389506656,-0.11077232426012708,1.5853126976990388,-0.6413478409951316,-0.5693506376457914,2.135296257379712,1.050473331175553,7,2,2,0,0,0,0,4,0,0
-0.08816663982820393,-0.01618272319479044,-1.4186342077935157,-0.3384645836484557,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,0,1,1,0,1,0,0,8,3,0
-0.3706885728690245,-0.42869848339639743,-1.2984763315738133,0.33719806735566743,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,4,1,2,0,0,0,0,3,3,1
0.006007337852069585,-0.3357510629051118,-1.1783184553541108,-0.8588024872953092,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,6,1,0,0,0,0,2,6,3,0
1.0419210923350783,-0.018481775998461816,-0.09689756937679153,0.11586030237155813,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,2,1,1,0,0,0,0,6,3,1
-0.7473844835901186,1.271943719090801,-1.0581605791344089,-0.7423089267773569,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,9,2,1,0,0,0,0,1,3,0
-1.029906416630939,-0.374506524452715,-0.4573711980358981,-0.5675685860004285,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,4,2,2,0,1,0,0,1,3,0
2.831226668260275,3.9197956766906064,-0.5775290742556002,0.026548572641128053,-0.5693506376457914,1.4961121033096862,0.6163354305596446,4,1,2,0,0,0,0,1,0,0
-0.7473844835901186,-0.0496832069054305,-1.0581605791344089,0.7682242412720908,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,10,1,1,0,0,0,0,1,3,1
-0.464862550549298,0.04424952193028575,0.6240496879414215,0.764341122588159,-0.2465603476137659,0.5373358722046471,1.050473331175553,9,1,1,0,0,1,0,9,1,0
-1.1240803943112123,1.7156609101993765,-0.6976869504753024,-0.319048990228797,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,4,1,2,0,0,0,0,5,3,0
-0.464862550549298,-0.4027520303263919,-1.4186342077935157,-0.8549193686113774,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,0,2,6,3,0
-0.464862550549298,-0.4474193419405787,-0.5775290742556002,-0.27633468470554784,-0.5693506376457914,1.3363160647921797,0.182197529943736,2,1,1,0,1,0,0,8,0,0
-0.7473844835901186,-0.11044388814531687,-1.4186342077935157,-0.664646553098722,-0.5693506376457914,-0.3914786016783596,1.9187491324073702,9,1,1,0,0,0,0,1,0,0
-0.2765145951887509,-0.32228518219789376,1.5853126976990388,-0.5132049244253841,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,9,1,1,0,1,0,2,8,3,0
-0.18234061750847744,-0.21422970042533904,-1.5387920840132177,-0.9481142170257392,1.0446008125143362,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,3,3,0
0.3827032485731636,-0.29009844294649445,-1.6589499602329196,-0.6801790278344491,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,0,1,0,0,0,0,3,3,0
0.9477471146548048,4.221300030086367,-0.33721332181619584,-0.4937893310057254,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,0,0,1,0,0,0,0,1,3,0
-0.464862550549298,-0.15478276364469346,1.5853126976990388,-0.0977112252446877,0.7218105224823107,-0.4114531064930479,-0.25194037067217256,4,2,2,0,1,0,2,8,3,0
-0.9357324389506656,-0.3807468106341088,1.3449969452596344,0.6517306807541385,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,0,2,8,3,0
-0.653210505909845,-0.29305436797978623,0.5038918117217194,-0.15984112418759558,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,1,0,0,3,0
0.5710512039337107,-0.20076381971812096,0.9845233166005279,-0.6180491288915412,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,9,1,3,0,1,0,0,5,3,0
-0.9357324389506656,-0.5157340538210996,0.5038918117217194,-0.027815088933916342,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,4,2,2,0,1,1,0,9,3,0
-1.3124283496717597,-0.2841865928799109,0.5038918117217194,-0.01228261419818937,-0.2465603476137659,2.315066800711907,0.182197529943736,1,2,0,0,1,0,0,0,1,0
1.7011389360969928,14.047780149092643,-1.5387920840132177,-0.5481529925807698,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,10,0,1,0,0,0,0,3,3,0
0.006007337852069585,0.2268600017647551,1.8256284501384432,-0.6879452652023125,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,1,1,0,0,0,0,0,5,3,0
0.3827032485731636,-0.3373932434791628,-1.2984763315738133,0.1508083705269438,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,4,0,2,0,0,0,0,1,3,0
-0.9357324389506656,0.5083297521570936,0.8643654403808259,4.402823329432201,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,0,2,8,3,1
-0.2765145951887509,-0.3935558191117064,-1.0581605791344089,0.1974057947341247,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,0,2,8,3,0
-0.8415584612703921,-0.5403667624318643,0.263576059282315,-0.9092830301864218,-0.2465603476137659,3.084085236077407,0.6163354305596446,1,1,0,0,1,0,0,8,1,0
-0.3706885728690245,-0.2946965485538372,0.263576059282315,2.488445818253852,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,3,2,1,0,1,0,0,8,3,1
-0.5590365282295715,-0.6175492494122605,1.8256284501384432,-0.8238544191399235,0.7218105224823107,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,0,0,5,3,0
-0.9357324389506656,0.9149336622921171,0.6240496879414215,0.2245876255216469,0.07622994241825963,0.5872721342413678,3.655300734871005,4,1,2,0,1,0,0,9,1,1
-1.4066023273520332,-0.3229420544275141,0.3837339355020172,0.9429645820490192,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,9,0,1,0,1,1,2,8,3,0
1.1360950700153518,-0.4355956418074116,-1.6589499602329196,-0.90539991150249,-0.5693506376457914,3.7632183997768096,0.182197529943736,7,0,1,0,1,1,2,5,2,1
1.7953129137772663,1.5199129857724991,-1.1783184553541108,0.5352371202361863,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,4,1,2,0,1,0,0,8,3,1
0.8535731369745312,-0.18138608894431935,-0.21705544559649367,-0.9286986236060804,3.626923132770541,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,0,2,8,3,0
-0.5590365282295715,-0.1781017277962174,-0.9380027029147068,0.11197718368762638,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,4,1,2,0,1,0,2,8,3,0
0.28852927089289016,-0.4221297611001935,1.5853126976990388,-0.9131661488703536,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,1,1,0,0,1,0,2,8,3,0
-0.9357324389506656,-0.1761311111073562,-0.4573711980358981,-0.04723068235357505,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,9,2,1,0,1,0,0,1,3,0
-0.464862550549298,-0.29042687906130465,-0.33721332181619584,1.366224518597579,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,1,2,1,0,1,0,0,8,3,1
-0.9357324389506656,-0.3505306880715707,-0.4573711980358981,-0.08994498787682421,1.0446008125143362,-0.4114531064930479,-0.25194037067217256,1,1,0,0,1,0,0,8,3,0
1.6069649584167194,-0.20371974475141275,0.5038918117217194,-0.9830622851811248,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,5,1,0,0,0,0,2,10,3,0
-0.464862550549298,-0.035888890083402236,-0.5775290742556002,-0.4782568562699984,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,7,1,1,0,1,0,0,8,3,0
-0.7473844835901186,-0.1577386886779852,0.7442075641611237,-0.5986335354718825,-0.5693506376457914,1.4262013364582768,1.4846112317914617,0,1,2,0,0,0,0,0,0,1
0.6652251816139841,-0.4254141222482955,-0.21705544559649367,0.2711850497288278,0.3990202324502852,-0.4114531064930479,-0.25194037067217256,9,1,3,0,1,0,2,8,3,0
-1.4066023273520332,-0.4365809501518422,-0.9380027029147068,-0.020048851566052853,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,4,2,2,0,0,1,0,5,3,0
-1.2182543719914858,-0.294368112439027,1.1046811928202305,-0.5248542804771793,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,4,1,1,0,1,0,0,8,3,0
-0.7473844835901186,-0.434610333462981,0.023260306842910656,0.2867175244645548,0.07622994241825963,-0.4114531064930479,-0.25194037067217256,3,2,0,0,1,0,0,5,3,0
-0.18234061750847744,-0.3863302245858821,-1.6589499602329196,-0.3384645836484557,-0.5693506376457914,-0.4114531064930479,-0.25194037067217256,9,1,1,0,0,0,0,3,3,0
0.8535731369745312,-0.14624342465962833,1.705470573918741,-0.7772569949327426,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,1,1,1,0,1,0,0,5,3,0
-0.9357324389506656,-0.3633396965491683,0.023260306842910656,2.387484732471627,-0.2465603476137659,-0.4114531064930479,-0.25194037067217256,10,0,2,0,1,0,0,5,3,1
0.4768772262534372,-0.2253965283288857,0.5038918117217194,2.2010950356429038,1.0446008125143362,1.3363160647921797,1.4846112317914617,1,1,0,0,1,0,0,9,0,0
